ano,mes,data,regiao,uf,cidade,tipo_acidente,periodo_dia,acidentes,feridos,mortes,chuva_mm,visibilidade,veiculos_envolvidos,nivel_gravidade
2017,11,2017-11-01,Nordeste,CE,Fortaleza,Sa?da de pista,Tarde,16,10,0,25.8,Boa,33,Leve
2017,11,2017-11-01,Nordeste,CE,Juazeiro do Norte,Sa?da de pista,Noite,24,12,2,6.6,Muito ruim,36,Cr?tico
2017,11,2017-11-01,Nordeste,MA,S?o Lu?s,Colis?o,Madrugada,28,12,2,37.7,Boa,40,Cr?tico
2017,11,2017-11-01,Nordeste,PB,Jo?o Pessoa,Sa?da de pista,Tarde,15,10,1,26.6,Ruim,24,Grave
2017,11,2017-11-01,Centro-Oeste,DF,Bras?lia,Colis?o,Madrugada,12,10,0,9.5,Moderada,22,Leve
2017,11,2017-11-01,Centro-Oeste,GO,Goi?nia,Capotamento,Tarde,11,8,0,35.2,Boa,16,Leve
2017,11,2017-11-01,Centro-Oeste,GO,Aparecida de Goi?nia,Atropelamento,Manh?,11,9,0,30.1,Boa,20,Leve
2017,11,2017-11-01,Centro-Oeste,MT,Cuiab?,Atropelamento,Madrugada,15,12,1,59.1,Muito ruim,21,Cr?tico
2017,11,2017-11-01,Centro-Oeste,MS,Campo Grande,Colis?o,Noite,22,17,0,27.8,Moderada,34,Moderado
2017,11,2017-11-01,Sudeste,SP,S?o Paulo,Colis?o,Manh?,41,28,0,45.1,Boa,57,Cr?tico
2017,11,2017-11-01,Sudeste,SP,Campinas,Colis?o,Manh?,36,24,1,36.5,Boa,49,Cr?tico
2017,11,2017-11-01,Sudeste,SP,Ribeir?o Preto,Capotamento,Noite,33,23,2,42.9,Muito ruim,69,Cr?tico
2017,11,2017-11-01,Sudeste,RJ,Rio de Janeiro,Colis?o,Madrugada,37,28,2,53.7,Muito ruim,59,Cr?tico
2017,11,2017-11-01,Sudeste,RJ,Niter?i,Sa?da de pista,Manh?,28,19,1,53.0,Moderada,57,Cr?tico
2017,11,2017-11-01,Sudeste,RJ,Nova Igua?u,Atropelamento,Noite,30,26,1,33.8,Muito ruim,47,Cr?tico
2017,11,2017-11-01,Sudeste,RJ,Petr?polis,Colis?o,Tarde,26,12,0,1.9,Boa,37,Moderado
2017,11,2017-11-01,Sudeste,MG,Belo Horizonte,Colis?o,Manh?,23,13,1,1.3,Moderada,33,Cr?tico
2017,11,2017-11-01,Sudeste,MG,Uberl?ndia,Colis?o,Madrugada,35,26,2,39.6,Moderada,48,Cr?tico
2017,11,2017-11-01,Sudeste,MG,Juiz de Fora,Atropelamento,Noite,22,16,1,0.0,Boa,40,Cr?tico
2017,11,2017-11-01,Sudeste,ES,Vit?ria,Colis?o,Noite,31,20,1,9.7,Moderada,42,Cr?tico
2017,11,2017-11-01,Sudeste,ES,Vila Velha,Colis?o,Manh?,25,18,0,10.2,Moderada,43,Moderado
2017,11,2017-11-01,Sudeste,ES,Serra,Colis?o,Madrugada,30,18,1,40.7,Boa,57,Cr?tico
2017,11,2017-11-01,Sul,PR,Curitiba,Colis?o,Tarde,20,13,1,38.6,Boa,39,Grave
2017,11,2017-11-01,Sul,PR,Londrina,Atropelamento,Noite,16,11,1,57.2,Ruim,26,Grave
2017,11,2017-11-01,Sul,SC,Florian?polis,Atropelamento,Manh?,19,15,0,11.7,Moderada,30,Moderado
2017,11,2017-11-01,Sul,SC,Joinville,Colis?o,Madrugada,20,16,1,21.0,Boa,42,Cr?tico
2017,11,2017-11-01,Sul,RS,Porto Alegre,Colis?o,Tarde,23,18,1,0,Ruim,49,Cr?tico
2017,11,2017-11-01,Sul,RS,Caxias do Sul,Colis?o,Manh?,14,8,0,4.5,Moderada,25,Leve
2017,12,2017-12-01,Norte,AM,Manaus,Sa?da de pista,Madrugada,27,12,1,63.9,Ruim,51,Cr?tico
2017,12,2017-12-01,Norte,PA,Bel?m,Atropelamento,Noite,8,9,0,0.0,Boa,12,Leve
2017,12,2017-12-01,Norte,PA,Santar?m,Colis?o,Manh?,16,11,1,81.3,Ruim,33,Grave
2017,12,2017-12-01,Norte,RO,Porto Velho,Capotamento,Manh?,14,9,0,37.9,Ruim,22,Leve
2017,12,2017-12-01,Norte,TO,Palmas,Atropelamento,Manh?,14,14,0,69.8,Muito ruim,19,Moderado
2017,12,2017-12-01,Nordeste,BA,Salvador,Colis?o,Manh?,22,11,1,4.5,Boa,39,Grave
2017,12,2017-12-01,Nordeste,BA,Feira de Santana,Atropelamento,Manh?,20,18,1,67.6,Muito ruim,36,Cr?tico
2017,12,2017-12-01,Nordeste,PE,Recife,Colis?o,Tarde,32,27,0,43.9,Moderada,66,Grave
2017,12,2017-12-01,Nordeste,PE,Jaboat?o dos Guararapes,Colis?o,Tarde,20,17,0,24.1,Boa,32,Moderado
2017,12,2017-12-01,Nordeste,CE,Fortaleza,Capotamento,Manh?,12,6,0,61.3,Moderada,20,Leve
2017,12,2017-12-01,Nordeste,CE,Juazeiro do Norte,Sa?da de pista,Manh?,15,7,0,12.2,Boa,25,Leve
2017,12,2017-12-01,Nordeste,MA,S?o Lu?s,Capotamento,Tarde,13,10,0,48.2,Moderada,24,Leve
2017,12,2017-12-01,Nordeste,PB,Jo?o Pessoa,Colis?o,Noite,26,20,2,0.0,Ruim,37,Cr?tico
2017,12,2017-12-01,Centro-Oeste,DF,Bras?lia,Colis?o,Tarde,17,9,0,20.9,Boa,35,Leve
2017,12,2017-12-01,Centro-Oeste,GO,Goi?nia,Colis?o,Manh?,17,11,0,13.6,Boa,31,Leve
2017,12,2017-12-01,Centro-Oeste,GO,Aparecida de Goi?nia,Colis?o,Noite,24,14,1,20.8,Moderada,48,Cr?tico
2017,12,2017-12-01,Centro-Oeste,MT,Cuiab?,Atropelamento,Madrugada,21,18,0,69.6,Ruim,29,Moderado
2017,12,2017-12-01,Centro-Oeste,MS,Campo Grande,Colis?o,Noite,20,17,1,42.7,Ruim,31,Cr?tico
2017,12,2017-12-01,Sudeste,SP,S?o Paulo,Capotamento,Noite,29,18,2,13.7,Muito ruim,42,Cr?tico
2017,12,2017-12-01,Sudeste,SP,Campinas,Sa?da de pista,Tarde,34,24,1,50.9,Boa,67,Cr?tico
2017,12,2017-12-01,Sudeste,SP,Ribeir?o Preto,Colis?o,Tarde,45,23,1,80.0,Ruim,87,Cr?tico
2017,12,2017-12-01,Sudeste,RJ,Rio de Janeiro,Atropelamento,Tarde,31,28,0,46.1,Boa,51,Grave
2017,12,2017-12-01,Sudeste,RJ,Niter?i,Sa?da de pista,Madrugada,43,36,3,60.8,Ruim,88,Cr?tico
2017,12,2017-12-01,Sudeste,RJ,Nova Igua?u,Sa?da de pista,Madrugada,28,19,0,39.3,Moderada,48,Moderado
2017,12,2017-12-01,Sudeste,RJ,Petr?polis,Colis?o,Tarde,34,24,1,40.4,Boa,63,Cr?tico
2017,12,2017-12-01,Sudeste,MG,Belo Horizonte,Capotamento,Noite,29,16,0,20.0,Boa,53,Moderado
2017,12,2017-12-01,Sudeste,MG,Uberl?ndia,Colis?o,Manh?,30,13,1,17.0,Muito ruim,47,Cr?tico
2017,12,2017-12-01,Sudeste,MG,Juiz de Fora,Sa?da de pista,Noite,39,19,1,85.5,Muito ruim,77,Cr?tico
2017,12,2017-12-01,Sudeste,ES,Vit?ria,Sa?da de pista,Tarde,21,13,1,54.4,Boa,42,Cr?tico
2017,12,2017-12-01,Sudeste,ES,Vila Velha,Colis?o,Madrugada,30,24,1,35.7,Ruim,48,Cr?tico
2017,12,2017-12-01,Sudeste,ES,Serra,Colis?o,Manh?,20,11,1,42.7,Moderada,37,Grave
2017,12,2017-12-01,Sul,PR,Curitiba,Colis?o,Tarde,18,13,0,22.5,Boa,25,Moderado
2017,12,2017-12-01,Sul,PR,Londrina,Colis?o,Tarde,17,10,0,19.2,Moderada,29,Leve
2017,12,2017-12-01,Sul,SC,Florian?polis,Capotamento,Tarde,19,15,1,51.6,Muito ruim,38,Cr?tico
2017,12,2017-12-01,Sul,SC,Joinville,Atropelamento,Madrugada,17,17,0,49.3,Ruim,27,Moderado
2017,12,2017-12-01,Sul,RS,Porto Alegre,Atropelamento,Noite,22,12,1,16.9,Boa,36,Grave
2017,12,2017-12-01,Sul,RS,Caxias do Sul,Colis?o,Tarde,19,16,0,33.2,Muito ruim,27,Moderado
2018,1,2018-01-01,Norte,AM,Manaus,Sa?da de pista,Noite,20,16,1,52.6,Boa,37,Cr?tico
2018,1,2018-01-01,Norte,PA,Bel?m,Colis?o,Madrugada,22,16,0,28.1,Boa,37,Moderado
2018,1,2018-01-01,Norte,PA,Santar?m,Atropelamento,Tarde,14,14,0,19.8,Boa,30,Moderado
2018,1,2018-01-01,Norte,RO,Porto Velho,Colis?o,Manh?,16,10,0,8.4,Boa,30,Leve
2018,1,2018-01-01,Norte,TO,Palmas,Colis?o,Manh?,17,8,0,34.5,Boa,24,Leve
2018,1,2018-01-01,Nordeste,BA,Salvador,Colis?o,Manh?,24,17,0,21.9,Moderada,42,Moderado
2018,1,2018-01-01,Nordeste,BA,Feira de Santana,Sa?da de pista,Manh?,20,15,0,12.0,Boa,28,Moderado
2018,1,2018-01-01,Nordeste,PE,Recife,Capotamento,Manh?,22,13,0,29.7,Ruim,31,Moderado
2018,1,2018-01-01,Nordeste,PE,Jaboat?o dos Guararapes,Capotamento,Noite,24,18,1,19.1,Moderada,38,Cr?tico
2018,1,2018-01-01,Nordeste,CE,Fortaleza,Sa?da de pista,Madrugada,25,20,2,30.1,Muito ruim,34,Cr?tico
2018,1,2018-01-01,Nordeste,CE,Juazeiro do Norte,Colis?o,Madrugada,20,12,1,0.0,Moderada,42,Grave
2018,1,2018-01-01,Nordeste,MA,S?o Lu?s,Atropelamento,Manh?,21,14,1,39.7,Boa,43,Cr?tico
2018,1,2018-01-01,Nordeste,PB,Jo?o Pessoa,Colis?o,Noite,21,17,0,0.6,Moderada,30,Moderado
2018,1,2018-01-01,Centro-Oeste,DF,Bras?lia,Atropelamento,Manh?,12,8,0,66.3,Moderada,24,Leve
2018,1,2018-01-01,Centro-Oeste,GO,Goi?nia,Colis?o,Madrugada,27,22,1,25.9,Boa,50,Cr?tico
2018,1,2018-01-01,Centro-Oeste,GO,Aparecida de Goi?nia,Sa?da de pista,Noite,24,19,1,52.8,Moderada,47,Cr?tico
2018,1,2018-01-01,Centro-Oeste,MT,Cuiab?,Capotamento,Tarde,12,10,0,38.6,Ruim,18,Leve
2018,1,2018-01-01,Centro-Oeste,MS,Campo Grande,Colis?o,Manh?,21,9,1,57.1,Ruim,34,Grave
2018,1,2018-01-01,Sudeste,SP,S?o Paulo,Colis?o,Tarde,39,31,0,53.8,Ruim,59,Cr?tico
2018,1,2018-01-01,Sudeste,SP,Campinas,Atropelamento,Madrugada,31,26,1,46.4,Ruim,58,Cr?tico
2018,1,2018-01-01,Sudeste,SP,Ribeir?o Preto,Atropelamento,Madrugada,37,19,2,68.4,Ruim,64,Cr?tico
2018,1,2018-01-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Manh?,25,15,0,59.6,Muito ruim,44,Moderado
2018,1,2018-01-01,Sudeste,RJ,Niter?i,Sa?da de pista,Madrugada,27,21,0,31.0,Moderada,57,Grave
2018,1,2018-01-01,Sudeste,RJ,Nova Igua?u,Colis?o,Manh?,30,22,2,10.4,Muito ruim,49,Cr?tico
2018,1,2018-01-01,Sudeste,RJ,Petr?polis,Colis?o,Tarde,37,24,0,77.9,Muito ruim,53,Cr?tico
2018,1,2018-01-01,Sudeste,MG,Belo Horizonte,Capotamento,Madrugada,32,20,2,52.7,Moderada,68,Cr?tico
2018,1,2018-01-01,Sudeste,MG,Uberl?ndia,Colis?o,Manh?,35,30,0,38.1,Moderada,65,Cr?tico
2018,1,2018-01-01,Sudeste,MG,Juiz de Fora,Colis?o,Manh?,27,13,0,0.0,Moderada,54,Moderado
2018,1,2018-01-01,Sudeste,ES,Vit?ria,Atropelamento,Madrugada,31,27,1,45.6,Boa,52,Cr?tico
2018,1,2018-01-01,Sudeste,ES,Vila Velha,Colis?o,Manh?,28,16,0,59.8,Muito ruim,47,Grave
2018,1,2018-01-01,Sudeste,ES,Serra,Atropelamento,Noite,18,15,1,0.0,Ruim,33,Cr?tico
2018,1,2018-01-01,Sul,PR,Curitiba,Colis?o,Noite,24,16,0,19.2,Ruim,33,Moderado
2018,1,2018-01-01,Sul,PR,Londrina,Capotamento,Manh?,18,9,0,67.3,Boa,33,Leve
2018,1,2018-01-01,Sul,SC,Florian?polis,Colis?o,Madrugada,20,12,0,29.1,Boa,41,Moderado
2018,1,2018-01-01,Sul,SC,Joinville,Atropelamento,Noite,30,24,2,96.7,Ruim,60,Cr?tico
2018,1,2018-01-01,Sul,RS,Porto Alegre,Atropelamento,Noite,21,15,0,48.3,Moderada,37,Moderado
2018,1,2018-01-01,Sul,RS,Caxias do Sul,Atropelamento,Manh?,15,9,0,45.2,Moderada,21,Leve
2018,2,2018-02-01,Norte,AM,Manaus,Sa?da de pista,Noite,20,11,1,32.6,Moderada,41,Grave
2018,2,2018-02-01,Norte,PA,Bel?m,Colis?o,Manh?,17,14,0,7.8,Boa,29,Moderado
2018,2,2018-02-01,Norte,PA,Santar?m,Sa?da de pista,Tarde,15,12,0,56.3,Muito ruim,27,Moderado
2018,2,2018-02-01,Norte,RO,Porto Velho,Atropelamento,Manh?,13,12,0,55.0,Muito ruim,26,Moderado
2018,2,2018-02-01,Norte,TO,Palmas,Colis?o,Manh?,13,7,0,0.0,Boa,28,Leve
2018,2,2018-02-01,Nordeste,BA,Salvador,Capotamento,Noite,23,17,1,38.6,Moderada,49,Cr?tico
2018,2,2018-02-01,Nordeste,BA,Feira de Santana,Sa?da de pista,Manh?,23,13,0,69.8,Moderada,47,Moderado
2018,2,2018-02-01,Nordeste,PE,Recife,Colis?o,Noite,20,15,0,25.4,Moderada,30,Moderado
2018,2,2018-02-01,Nordeste,PE,Jaboat?o dos Guararapes,Capotamento,Manh?,19,16,0,59.8,Muito ruim,37,Moderado
2018,2,2018-02-01,Nordeste,CE,Fortaleza,Sa?da de pista,Tarde,20,11,0,45.5,Ruim,43,Leve
2018,2,2018-02-01,Nordeste,CE,Juazeiro do Norte,Capotamento,Madrugada,20,12,1,26.8,Ruim,34,Grave
2018,2,2018-02-01,Nordeste,MA,S?o Lu?s,Sa?da de pista,Manh?,9,6,0,13.2,Boa,19,Leve
2018,2,2018-02-01,Nordeste,PB,Jo?o Pessoa,Colis?o,Tarde,22,18,1,47.4,Moderada,45,Cr?tico
2018,2,2018-02-01,Centro-Oeste,DF,Bras?lia,Atropelamento,Noite,19,14,1,50.4,Moderada,37,Cr?tico
2018,2,2018-02-01,Centro-Oeste,GO,Goi?nia,Colis?o,Manh?,19,10,0,37.7,Muito ruim,31,Moderado
2018,2,2018-02-01,Centro-Oeste,GO,Aparecida de Goi?nia,Sa?da de pista,Noite,16,10,1,52.9,Boa,30,Grave
2018,2,2018-02-01,Centro-Oeste,MT,Cuiab?,Atropelamento,Madrugada,13,9,0,36.9,Moderada,23,Leve
2018,2,2018-02-01,Centro-Oeste,MS,Campo Grande,Atropelamento,Manh?,15,11,0,32.3,Ruim,27,Leve
2018,2,2018-02-01,Sudeste,SP,S?o Paulo,Sa?da de pista,Noite,36,19,1,9.0,Moderada,56,Cr?tico
2018,2,2018-02-01,Sudeste,SP,Campinas,Colis?o,Tarde,33,20,0,20.7,Boa,45,Grave
2018,2,2018-02-01,Sudeste,SP,Ribeir?o Preto,Colis?o,Tarde,45,27,1,51.2,Muito ruim,80,Cr?tico
2018,2,2018-02-01,Sudeste,RJ,Rio de Janeiro,Atropelamento,Manh?,27,17,1,26.6,Muito ruim,37,Cr?tico
2018,2,2018-02-01,Sudeste,RJ,Niter?i,Capotamento,Noite,25,15,0,33.4,Moderada,35,Moderado
2018,2,2018-02-01,Sudeste,RJ,Nova Igua?u,Colis?o,Tarde,40,23,1,48.4,Moderada,57,Cr?tico
2018,2,2018-02-01,Sudeste,RJ,Petr?polis,Colis?o,Madrugada,36,20,1,43.3,Moderada,53,Cr?tico
2018,2,2018-02-01,Sudeste,MG,Belo Horizonte,Capotamento,Tarde,22,12,1,20.5,Muito ruim,43,Cr?tico
2018,2,2018-02-01,Sudeste,MG,Uberl?ndia,Atropelamento,Noite,27,19,2,25.6,Moderada,56,Cr?tico
2018,2,2018-02-01,Sudeste,MG,Juiz de Fora,Sa?da de pista,Manh?,27,16,0,64.6,Ruim,54,Moderado
2018,2,2018-02-01,Sudeste,ES,Vit?ria,Colis?o,Noite,40,33,0,77.9,Moderada,82,Cr?tico
2018,2,2018-02-01,Sudeste,ES,Vila Velha,Colis?o,Madrugada,25,20,0,25.8,Moderada,38,Moderado
2018,2,2018-02-01,Sudeste,ES,Serra,Atropelamento,Madrugada,19,13,1,19.2,Moderada,34,Grave
2018,2,2018-02-01,Sul,PR,Curitiba,Colis?o,Manh?,19,10,1,89.9,Muito ruim,31,Cr?tico
2018,2,2018-02-01,Sul,PR,Londrina,Atropelamento,Tarde,15,10,0,48.1,Ruim,30,Leve
2018,2,2018-02-01,Sul,SC,Florian?polis,Atropelamento,Manh?,20,18,0,29.9,Boa,39,Moderado
2018,2,2018-02-01,Sul,SC,Joinville,Atropelamento,Madrugada,18,16,1,33.8,Boa,25,Cr?tico
2018,2,2018-02-01,Sul,RS,Porto Alegre,Atropelamento,Tarde,17,14,0,0.0,Moderada,30,Moderado
2018,2,2018-02-01,Sul,RS,Caxias do Sul,Atropelamento,Noite,17,13,0,49.2,Boa,25,Moderado
2018,3,2018-03-01,Norte,AM,Manaus,Atropelamento,Manh?,16,9,1,39.5,Ruim,23,Grave
2018,3,2018-03-01,Norte,PA,Bel?m,Colis?o,Madrugada,22,14,1,1.5,Ruim,47,Cr?tico
2018,3,2018-03-01,Norte,PA,Santar?m,Capotamento,Noite,21,9,0,40.2,Moderada,44,Leve
2018,3,2018-03-01,Norte,RO,Porto Velho,Colis?o,Noite,14,7,1,21.4,Ruim,21,Grave
2018,3,2018-03-01,Norte,TO,Palmas,Sa?da de pista,Noite,28,14,2,88.7,Muito ruim,53,Cr?tico
2018,3,2018-03-01,Nordeste,BA,Salvador,Atropelamento,Noite,19,18,1,30.4,Boa,38,Cr?tico
2018,3,2018-03-01,Nordeste,BA,Feira de Santana,Colis?o,Manh?,26,22,1,36.9,Boa,39,Cr?tico
2018,3,2018-03-01,Nordeste,PE,Recife,Colis?o,Manh?,24,18,0,25.0,Muito ruim,38,Grave
2018,3,2018-03-01,Nordeste,PE,Jaboat?o dos Guararapes,Sa?da de pista,Tarde,18,12,0,36.8,Boa,26,Moderado
2018,3,2018-03-01,Nordeste,CE,Fortaleza,Capotamento,Manh?,22,15,1,47.5,Ruim,41,Cr?tico
2018,3,2018-03-01,Nordeste,CE,Juazeiro do Norte,Colis?o,Manh?,24,20,0,53.4,Boa,35,Moderado
2018,3,2018-03-01,Nordeste,MA,S?o Lu?s,Sa?da de pista,Madrugada,22,19,0,60.4,Ruim,35,Moderado
2018,3,2018-03-01,Nordeste,PB,Jo?o Pessoa,Colis?o,Manh?,19,11,1,34.1,Moderada,27,Grave
2018,3,2018-03-01,Centro-Oeste,DF,Bras?lia,Sa?da de pista,Manh?,19,9,0,29.6,Boa,33,Leve
2018,3,2018-03-01,Centro-Oeste,GO,Goi?nia,Colis?o,Madrugada,28,23,1,29.6,Ruim,53,Cr?tico
2018,3,2018-03-01,Centro-Oeste,GO,Aparecida de Goi?nia,Colis?o,Madrugada,29,23,1,60.2,Moderada,57,Cr?tico
2018,3,2018-03-01,Centro-Oeste,MT,Cuiab?,Atropelamento,Madrugada,16,12,2,31.5,Moderada,33,Cr?tico
2018,3,2018-03-01,Centro-Oeste,MS,Campo Grande,Colis?o,Madrugada,24,13,1,91.4,Ruim,37,Cr?tico
2018,3,2018-03-01,Sudeste,SP,S?o Paulo,Colis?o,Noite,43,23,1,35.6,Muito ruim,89,Cr?tico
2018,3,2018-03-01,Sudeste,SP,Campinas,Sa?da de pista,Noite,40,28,2,75.6,Ruim,82,Cr?tico
2018,3,2018-03-01,Sudeste,SP,Ribeir?o Preto,Atropelamento,Manh?,20,19,1,35.2,Boa,39,Cr?tico
2018,3,2018-03-01,Sudeste,RJ,Rio de Janeiro,Atropelamento,Tarde,19,15,1,44.0,Boa,32,Cr?tico
2018,3,2018-03-01,Sudeste,RJ,Niter?i,Atropelamento,Tarde,32,27,0,63.2,Ruim,60,Grave
2018,3,2018-03-01,Sudeste,RJ,Nova Igua?u,Capotamento,Manh?,30,21,1,58.8,Ruim,62,Cr?tico
2018,3,2018-03-01,Sudeste,RJ,Petr?polis,Capotamento,Manh?,27,22,1,96.8,Ruim,40,Cr?tico
2018,3,2018-03-01,Sudeste,MG,Belo Horizonte,Colis?o,Tarde,29,20,1,16.9,Boa,60,Cr?tico
2018,3,2018-03-01,Sudeste,MG,Uberl?ndia,Atropelamento,Manh?,25,22,1,29.4,Boa,38,Cr?tico
2018,3,2018-03-01,Sudeste,MG,Juiz de Fora,Colis?o,Tarde,30,25,0,52.1,Boa,62,Grave
2018,3,2018-03-01,Sudeste,ES,Vit?ria,Colis?o,Noite,31,17,2,46.3,Boa,43,Cr?tico
2018,3,2018-03-01,Sudeste,ES,Vila Velha,Sa?da de pista,Madrugada,20,12,1,19.5,Boa,40,Grave
2018,3,2018-03-01,Sudeste,ES,Serra,Colis?o,Madrugada,34,21,1,106.8,Moderada,46,Cr?tico
2018,3,2018-03-01,Sul,PR,Curitiba,Sa?da de pista,Madrugada,14,11,0,20.1,Moderada,28,Leve
2018,3,2018-03-01,Sul,PR,Londrina,Sa?da de pista,Manh?,11,7,0,0.0,Ruim,23,Leve
2018,3,2018-03-01,Sul,SC,Florian?polis,Atropelamento,Tarde,20,15,1,0.0,Boa,40,Cr?tico
2018,3,2018-03-01,Sul,SC,Joinville,Atropelamento,Noite,17,12,2,65.2,Ruim,29,Cr?tico
2018,3,2018-03-01,Sul,RS,Porto Alegre,Colis?o,Noite,24,11,1,43.3,Ruim,50,Grave
2018,3,2018-03-01,Sul,RS,Caxias do Sul,Atropelamento,Tarde,10,9,0,6.3,Moderada,15,Leve
2018,4,2018-04-01,Norte,AM,Manaus,Capotamento,Noite,13,7,0,35.5,Boa,26,Leve
2018,4,2018-04-01,Norte,PA,Bel?m,Colis?o,Noite,29,22,2,61.6,Muito ruim,49,Cr?tico
2018,4,2018-04-01,Norte,PA,Santar?m,Colis?o,Tarde,13,11,0,27.3,Moderada,24,Leve
2018,4,2018-04-01,Norte,RO,Porto Velho,Atropelamento,Noite,16,13,1,21.6,Moderada,34,Grave
2018,4,2018-04-01,Norte,TO,Palmas,Capotamento,Tarde,17,13,0,43.8,Boa,25,Moderado
2018,4,2018-04-01,Nordeste,BA,Salvador,Colis?o,Manh?,19,9,0,13.2,Moderada,38,Leve
2018,4,2018-04-01,Nordeste,BA,Feira de Santana,Sa?da de pista,Tarde,19,16,1,10.5,Boa,29,Cr?tico
2018,4,2018-04-01,Nordeste,PE,Recife,Atropelamento,Tarde,11,8,0,0,Boa,16,Leve
2018,4,2018-04-01,Nordeste,PE,Jaboat?o dos Guararapes,Colis?o,Noite,25,11,0,34.2,Boa,50,Moderado
2018,4,2018-04-01,Nordeste,CE,Fortaleza,Colis?o,Noite,24,14,0,31.9,Moderada,33,Moderado
2018,4,2018-04-01,Nordeste,CE,Juazeiro do Norte,Colis?o,Tarde,25,19,1,38.0,Moderada,36,Cr?tico
2018,4,2018-04-01,Nordeste,MA,S?o Lu?s,Sa?da de pista,Tarde,18,12,0,44.0,Moderada,28,Moderado
2018,4,2018-04-01,Nordeste,PB,Jo?o Pessoa,Colis?o,Manh?,20,17,0,27.5,Ruim,32,Moderado
2018,4,2018-04-01,Centro-Oeste,DF,Bras?lia,Colis?o,Tarde,19,10,0,25.2,Ruim,41,Leve
2018,4,2018-04-01,Centro-Oeste,GO,Goi?nia,Colis?o,Manh?,18,12,0,13.5,Moderada,27,Moderado
2018,4,2018-04-01,Centro-Oeste,GO,Aparecida de Goi?nia,Atropelamento,Noite,10,9,1,15.4,Ruim,20,Grave
2018,4,2018-04-01,Centro-Oeste,MT,Cuiab?,Capotamento,Manh?,16,8,0,15.5,Muito ruim,26,Moderado
2018,4,2018-04-01,Centro-Oeste,MS,Campo Grande,Capotamento,Madrugada,15,10,1,19.5,Ruim,23,Grave
2018,4,2018-04-01,Sudeste,SP,S?o Paulo,Capotamento,Tarde,22,10,0,35.2,Moderada,41,Leve
2018,4,2018-04-01,Sudeste,SP,Campinas,Sa?da de pista,Noite,42,23,1,75.7,Moderada,59,Cr?tico
2018,4,2018-04-01,Sudeste,SP,Ribeir?o Preto,Sa?da de pista,Noite,41,27,1,54.5,Moderada,60,Cr?tico
2018,4,2018-04-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Noite,35,26,1,31.8,Boa,68,Cr?tico
2018,4,2018-04-01,Sudeste,RJ,Niter?i,Atropelamento,Noite,26,14,2,19.7,Boa,47,Cr?tico
2018,4,2018-04-01,Sudeste,RJ,Nova Igua?u,Colis?o,Tarde,35,18,0,58.4,Muito ruim,66,Grave
2018,4,2018-04-01,Sudeste,RJ,Petr?polis,Colis?o,Noite,43,24,1,69.9,Moderada,72,Cr?tico
2018,4,2018-04-01,Sudeste,MG,Belo Horizonte,Colis?o,Noite,32,22,1,0.0,Ruim,67,Cr?tico
2018,4,2018-04-01,Sudeste,MG,Uberl?ndia,Capotamento,Tarde,20,12,0,12.3,Boa,33,Moderado
2018,4,2018-04-01,Sudeste,MG,Juiz de Fora,Colis?o,Noite,39,33,2,62.5,Boa,60,Cr?tico
2018,4,2018-04-01,Sudeste,ES,Vit?ria,Capotamento,Tarde,23,15,1,56.5,Moderada,40,Cr?tico
2018,4,2018-04-01,Sudeste,ES,Vila Velha,Colis?o,Tarde,28,14,0,40.2,Boa,58,Moderado
2018,4,2018-04-01,Sudeste,ES,Serra,Capotamento,Tarde,23,14,0,21.1,Boa,33,Moderado
2018,4,2018-04-01,Sul,PR,Curitiba,Colis?o,Madrugada,27,22,1,0,Moderada,39,Cr?tico
2018,4,2018-04-01,Sul,PR,Londrina,Colis?o,Noite,22,14,1,55.4,Boa,36,Cr?tico
2018,4,2018-04-01,Sul,SC,Florian?polis,Sa?da de pista,Tarde,21,13,1,26.7,Moderada,33,Cr?tico
2018,4,2018-04-01,Sul,SC,Joinville,Capotamento,Tarde,16,11,0,37.4,Moderada,26,Leve
2018,4,2018-04-01,Sul,RS,Porto Alegre,Sa?da de pista,Tarde,17,9,0,56.0,Ruim,25,Leve
2018,4,2018-04-01,Sul,RS,Caxias do Sul,Sa?da de pista,Manh?,12,9,0,35.1,Moderada,20,Leve
2018,5,2018-05-01,Norte,AM,Manaus,Sa?da de pista,Noite,20,14,1,29.5,Moderada,41,Cr?tico
2018,5,2018-05-01,Norte,PA,Bel?m,Atropelamento,Tarde,19,15,0,49.9,Boa,27,Moderado
2018,5,2018-05-01,Norte,PA,Santar?m,Atropelamento,Tarde,15,11,0,29.2,Muito ruim,23,Moderado
2018,5,2018-05-01,Norte,RO,Porto Velho,Colis?o,Tarde,17,8,1,20.1,Boa,26,Grave
2018,5,2018-05-01,Norte,TO,Palmas,Sa?da de pista,Tarde,16,9,0,39.1,Moderada,27,Leve
2018,5,2018-05-01,Nordeste,BA,Salvador,Colis?o,Manh?,18,12,0,21.2,Ruim,36,Moderado
2018,5,2018-05-01,Nordeste,BA,Feira de Santana,Colis?o,Manh?,19,16,0,0,Boa,27,Moderado
2018,5,2018-05-01,Nordeste,PE,Recife,Colis?o,Tarde,32,14,1,47.2,Boa,45,Cr?tico
2018,5,2018-05-01,Nordeste,PE,Jaboat?o dos Guararapes,Colis?o,Noite,20,9,0,19.3,Ruim,30,Leve
